Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,IsGarageIncluded
734,2,80.0,10000.0,5,6,1961,1983,0.0,594.0,0.0,270.0,864.0,1144.0,0.0,0.0,1144.0,1,0,1,0,3,1,6,1,1961,1,264.0,165.0,0.0,0.0,0.0,0.0,0.0,400.0,3,2009,131400.0,True
735,2,70.04995836802665,8978.0,5,5,1968,1968,0.0,0.0,0.0,948.0,948.0,948.0,0.0,0.0,948.0,0,0,1,0,3,1,6,0,1968,1,300.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,108000.0,True
736,7,60.0,10800.0,7,7,1914,1970,0.0,390.0,0.0,490.0,880.0,880.0,888.0,0.0,1768.0,0,0,1,1,2,1,6,2,1914,2,320.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,10,2006,163000.0,True
737,9,60.0,8544.0,3,4,1950,1950,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,1040.0,0,0,2,0,2,2,6,0,1949,2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,93500.0,True
738,6,72.0,10463.0,8,5,2005,2005,0.0,0.0,0.0,893.0,893.0,901.0,900.0,0.0,1801.0,0,0,2,1,3,1,8,1,2005,3,800.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,6,2006,239900.0,True
739,9,60.0,10800.0,5,5,1987,1988,0.0,1200.0,0.0,0.0,1200.0,1200.0,0.0,0.0,1200.0,3,0,3,0,3,1,5,0,-1,0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2009,179000.0,False
740,6,65.0,9313.0,7,5,2004,2004,0.0,0.0,0.0,864.0,864.0,864.0,864.0,0.0,1728.0,0,0,2,1,3,1,7,0,2004,2,572.0,187.0,56.0,0.0,0.0,0.0,0.0,0.0,4,2009,190000.0,True
741,7,60.0,9600.0,5,7,1910,2002,0.0,0.0,0.0,264.0,264.0,768.0,664.0,0.0,1432.0,0,0,2,0,2,1,7,0,1910,2,360.0,270.0,0.0,112.0,0.0,0.0,0.0,0.0,5,2007,132000.0,True
742,2,65.0,6768.0,6,8,1961,1996,0.0,832.0,0.0,80.0,912.0,912.0,0.0,0.0,912.0,1,1,1,0,3,1,5,0,1962,1,288.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2008,142000.0,True
743,2,65.0,8450.0,7,5,2000,2001,108.0,0.0,0.0,1349.0,1349.0,1349.0,0.0,0.0,1349.0,0,0,2,0,3,1,6,0,2000,2,539.0,120.0,55.0,0.0,0.0,0.0,0.0,0.0,12,2007,179000.0,True
744,8,70.0,12886.0,5,6,1963,1999,0.0,444.0,0.0,76.0,520.0,1464.0,0.0,0.0,1464.0,0,1,2,0,3,1,6,1,1997,2,480.0,302.0,0.0,0.0,0.0,100.0,0.0,0.0,10,2009,175000.0,True
745,12,41.0,5395.0,8,5,1993,1993,0.0,733.0,0.0,604.0,1337.0,1337.0,0.0,0.0,1337.0,1,0,2,0,2,1,5,1,1993,2,462.0,96.0,0.0,70.0,168.0,0.0,0.0,0.0,10,2008,180000.0,True
746,6,70.04995836802665,8963.0,8,9,1976,1996,289.0,575.0,80.0,487.0,1142.0,1175.0,1540.0,0.0,2715.0,0,1,3,1,4,1,11,2,1994,2,831.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,7,2008,299800.0,True
747,6,70.04995836802665,8795.0,7,5,2000,2000,0.0,300.0,0.0,652.0,952.0,980.0,1276.0,0.0,2256.0,0,0,2,1,4,1,8,1,2000,2,554.0,224.0,54.0,0.0,0.0,0.0,0.0,0.0,4,2009,236000.0,True
748,7,65.0,11700.0,7,7,1880,2003,0.0,0.0,0.0,1240.0,1240.0,1320.0,1320.0,0.0,2640.0,0,0,1,1,4,1,8,1,1950,4,864.0,181.0,0.0,386.0,0.0,0.0,0.0,0.0,5,2009,265979.0,True
749,2,59.0,10593.0,7,5,1996,1996,338.0,919.0,0.0,801.0,1720.0,1720.0,0.0,0.0,1720.0,1,0,2,0,3,1,7,1,1996,2,527.0,240.0,56.0,154.0,0.0,0.0,0.0,0.0,3,2010,260400.0,True
750,5,50.0,8405.0,4,3,1945,1950,0.0,0.0,0.0,0.0,0.0,1088.0,441.0,0.0,1529.0,0,0,2,0,4,1,9,0,1945,1,240.0,92.0,0.0,185.0,0.0,0.0,0.0,0.0,4,2009,98000.0,True
751,5,55.0,8800.0,4,7,1910,2004,0.0,0.0,0.0,576.0,576.0,792.0,348.0,0.0,1140.0,0,0,1,0,3,1,7,0,-1,0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,6,2010,96500.0,False
752,6,70.04995836802665,7750.0,7,5,2003,2003,0.0,0.0,0.0,660.0,660.0,660.0,660.0,0.0,1320.0,0,0,2,1,3,1,6,0,2003,2,400.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,8,2007,162000.0,True
753,2,79.0,9236.0,6,5,1997,1997,0.0,1200.0,0.0,279.0,1479.0,1494.0,0.0,0.0,1494.0,1,0,2,0,3,1,6,0,1997,2,576.0,168.0,27.0,0.0,0.0,0.0,0.0,0.0,7,2006,217000.0,True
754,6,80.0,10240.0,8,5,2005,2005,178.0,0.0,0.0,1030.0,1030.0,1038.0,1060.0,0.0,2098.0,0,0,2,1,3,1,8,1,2005,3,878.0,192.0,52.0,0.0,0.0,0.0,0.0,0.0,3,2006,275500.0,True
755,2,61.0,7930.0,6,8,1969,2005,0.0,439.0,472.0,115.0,1026.0,1026.0,0.0,0.0,1026.0,1,0,1,0,3,1,5,0,1969,2,440.0,171.0,48.0,0.0,0.0,0.0,0.0,0.0,7,2009,156000.0,True
756,16,34.0,3230.0,6,5,1999,1999,894.0,381.0,0.0,348.0,729.0,742.0,729.0,0.0,1471.0,0,0,2,1,3,1,6,0,1999,2,440.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3,2009,172500.0,True
757,6,68.0,10769.0,8,5,2007,2007,0.0,20.0,0.0,846.0,866.0,866.0,902.0,0.0,1768.0,0,0,2,1,3,1,7,0,2007,2,578.0,144.0,105.0,0.0,0.0,0.0,0.0,0.0,4,2009,212000.0,True
758,6,70.04995836802665,11616.0,6,5,1978,1978,328.0,438.0,0.0,234.0,672.0,672.0,714.0,0.0,1386.0,0,0,2,1,3,1,6,1,1978,2,440.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,158900.0,True
759,16,24.0,2280.0,7,5,1999,1999,360.0,549.0,0.0,195.0,744.0,757.0,744.0,0.0,1501.0,0,0,2,1,3,1,6,0,1999,2,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,179400.0,True
760,6,65.0,12257.0,8,5,1995,1995,513.0,56.0,64.0,1198.0,1318.0,1328.0,1203.0,0.0,2531.0,0,0,2,1,4,1,9,1,1995,3,752.0,222.0,98.0,0.0,0.0,0.0,0.0,0.0,11,2007,290000.0,True
761,2,70.0,9100.0,6,6,1959,1959,0.0,612.0,0.0,252.0,864.0,864.0,0.0,0.0,864.0,0,0,1,0,2,1,5,0,2008,1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,10,2009,127500.0,True
762,3,60.0,6911.0,5,5,1924,1950,0.0,405.0,0.0,740.0,1145.0,1301.0,0.0,0.0,1301.0,0,0,1,0,2,1,5,0,1965,2,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,100000.0,True
763,6,72.0,8640.0,7,5,2009,2009,0.0,24.0,0.0,732.0,756.0,764.0,783.0,0.0,1547.0,0,0,2,1,3,1,7,0,2009,2,614.0,169.0,45.0,0.0,0.0,0.0,0.0,0.0,6,2010,215200.0,True
764,6,82.0,9430.0,8,5,1999,1999,673.0,1163.0,0.0,89.0,1252.0,1268.0,1097.0,0.0,2365.0,1,0,2,1,3,1,8,1,1999,3,856.0,0.0,128.0,0.0,0.0,180.0,0.0,0.0,7,2009,337000.0,True
765,12,30.0,9549.0,8,5,1995,1996,0.0,437.0,1057.0,0.0,1494.0,1494.0,0.0,0.0,1494.0,1,0,1,1,2,1,6,1,1995,2,481.0,0.0,30.0,0.0,0.0,216.0,0.0,0.0,4,2006,270000.0,True
766,2,75.0,14587.0,9,5,2008,2008,284.0,0.0,0.0,1498.0,1498.0,1506.0,0.0,0.0,1506.0,0,0,2,0,2,1,6,1,2008,2,592.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,8,2008,264132.0,True
767,6,80.0,10421.0,7,5,1988,1988,42.0,394.0,0.0,586.0,980.0,980.0,734.0,0.0,1714.0,0,0,2,1,3,1,7,1,1988,2,496.0,228.0,66.0,156.0,0.0,0.0,0.0,500.0,3,2010,196500.0,True
768,5,75.0,12508.0,6,7,1940,1985,0.0,660.0,0.0,323.0,983.0,983.0,767.0,0.0,1750.0,1,0,2,0,4,1,7,0,1989,1,423.0,245.0,0.0,156.0,0.0,0.0,0.0,1300.0,7,2008,160000.0,True
769,2,70.0,9100.0,7,5,2004,2005,0.0,24.0,0.0,1836.0,1860.0,1836.0,0.0,0.0,1836.0,0,0,2,0,3,1,8,1,2004,2,484.0,120.0,33.0,0.0,0.0,0.0,0.0,0.0,10,2006,216837.0,True
770,6,47.0,53504.0,8,5,2003,2003,603.0,1416.0,0.0,234.0,1650.0,1690.0,1589.0,0.0,3279.0,1,0,3,1,4,1,12,1,2003,3,841.0,503.0,36.0,0.0,0.0,210.0,0.0,0.0,6,2010,538000.0,True
771,8,70.04995836802665,7252.0,5,5,1982,1982,0.0,685.0,0.0,173.0,858.0,858.0,0.0,0.0,858.0,1,0,1,0,2,1,5,0,1983,2,576.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,134900.0,True
772,2,67.0,8877.0,4,5,1951,1951,0.0,836.0,0.0,0.0,836.0,1220.0,0.0,0.0,1220.0,0,0,1,0,2,1,6,0,1951,2,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,102000.0,True
773,8,94.0,7819.0,6,5,1976,1976,0.0,422.0,127.0,480.0,1029.0,1117.0,0.0,0.0,1117.0,1,0,1,0,3,1,6,1,1976,2,672.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2010,107000.0,True
774,2,70.0,10150.0,5,5,1958,1958,1.0,456.0,0.0,456.0,912.0,912.0,0.0,0.0,912.0,0,0,1,0,2,1,5,0,1958,1,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,114500.0,True
775,2,110.0,14226.0,8,5,2006,2006,375.0,0.0,0.0,1935.0,1935.0,1973.0,0.0,0.0,1973.0,0,0,2,0,3,1,9,1,2006,3,895.0,315.0,45.0,0.0,0.0,0.0,0.0,0.0,7,2007,395000.0,True
776,12,32.0,4500.0,6,5,1998,1998,320.0,866.0,0.0,338.0,1204.0,1204.0,0.0,0.0,1204.0,1,0,2,0,2,1,5,0,1998,2,412.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,6,2009,162000.0,True
777,2,86.0,11210.0,7,5,2005,2006,240.0,20.0,0.0,1594.0,1614.0,1614.0,0.0,0.0,1614.0,0,0,2,0,3,1,7,0,2005,3,865.0,144.0,59.0,0.0,0.0,0.0,0.0,0.0,7,2006,221500.0,True
778,2,100.0,13350.0,5,5,1974,1974,0.0,762.0,0.0,102.0,864.0,894.0,0.0,0.0,894.0,1,0,1,0,3,1,5,1,1974,2,440.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,142500.0,True
779,9,60.0,8400.0,5,5,1977,1977,320.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,2020.0,0,0,2,0,4,2,10,2,1977,2,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2007,144000.0,True
780,9,78.0,10530.0,6,5,1977,1977,90.0,975.0,0.0,0.0,975.0,1004.0,0.0,0.0,1004.0,1,0,1,0,2,1,4,0,1977,2,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,135000.0,True
781,2,63.0,7875.0,7,5,1995,1996,38.0,0.0,0.0,1237.0,1237.0,1253.0,0.0,0.0,1253.0,0,0,2,0,3,1,6,1,1995,2,402.0,220.0,21.0,0.0,0.0,0.0,0.0,0.0,6,2007,176000.0,True
782,6,65.0,7153.0,6,5,1992,1992,0.0,387.0,0.0,374.0,761.0,810.0,793.0,0.0,1603.0,0,0,2,1,3,1,7,0,1992,2,484.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,7,2006,175900.0,True
783,2,67.0,16285.0,7,5,2001,2002,0.0,0.0,0.0,1413.0,1413.0,1430.0,0.0,0.0,1430.0,0,0,2,0,3,1,6,0,2001,2,605.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,6,2009,187100.0,True
784,8,70.04995836802665,9101.0,5,6,1978,1978,104.0,1097.0,0.0,0.0,1097.0,1110.0,0.0,0.0,1110.0,1,0,1,0,1,1,4,1,1978,2,602.0,303.0,30.0,0.0,0.0,0.0,0.0,0.0,7,2009,165500.0,True
785,7,35.0,6300.0,6,6,1914,2001,0.0,0.0,0.0,742.0,742.0,742.0,742.0,0.0,1484.0,0,0,2,0,3,1,9,1,-1,0,0.0,0.0,291.0,134.0,0.0,0.0,0.0,0.0,6,2008,128000.0,False
786,2,70.04995836802665,9790.0,6,5,1967,1967,0.0,251.0,630.0,491.0,1372.0,1342.0,0.0,0.0,1342.0,0,0,2,0,3,1,7,1,1967,2,457.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,9,2009,161500.0,True
787,5,60.0,10800.0,5,6,1915,1950,0.0,686.0,0.0,0.0,686.0,966.0,686.0,0.0,1652.0,1,0,2,0,4,1,7,0,1961,1,416.0,0.0,0.0,196.0,0.0,0.0,0.0,1200.0,6,2010,139000.0,True
788,6,76.0,10142.0,7,5,2004,2004,0.0,656.0,0.0,300.0,956.0,956.0,1128.0,0.0,2084.0,1,0,2,1,4,1,8,0,2004,2,618.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1,2010,233000.0,True
789,2,50.0,6000.0,4,7,1954,2000,0.0,0.0,0.0,901.0,901.0,901.0,0.0,0.0,901.0,0,0,1,0,2,1,4,0,1954,1,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,107900.0,True
790,6,70.04995836802665,12205.0,6,8,1966,2007,157.0,568.0,0.0,264.0,832.0,976.0,1111.0,0.0,2087.0,0,0,2,1,5,1,9,0,1966,2,444.0,133.0,168.0,0.0,0.0,0.0,0.0,0.0,7,2007,187500.0,True
791,12,43.0,3182.0,7,5,2005,2006,11.0,16.0,0.0,1129.0,1145.0,1145.0,0.0,0.0,1145.0,0,0,2,0,2,1,5,1,2005,2,397.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,9,2009,160200.0,True
792,8,70.04995836802665,11333.0,6,5,1976,1976,0.0,539.0,0.0,490.0,1029.0,1062.0,0.0,0.0,1062.0,1,0,1,0,3,1,5,2,1976,2,539.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,146800.0,True
793,6,92.0,9920.0,7,5,1996,1997,0.0,862.0,0.0,255.0,1117.0,1127.0,886.0,0.0,2013.0,1,0,2,1,3,1,8,1,1997,2,455.0,180.0,130.0,0.0,0.0,0.0,0.0,0.0,6,2007,269790.0,True
794,2,76.0,9158.0,8,5,2007,2007,140.0,0.0,0.0,1496.0,1496.0,1496.0,0.0,0.0,1496.0,0,0,2,0,3,1,7,0,2007,2,474.0,168.0,130.0,0.0,0.0,0.0,0.0,0.0,6,2007,225000.0,True
795,6,70.04995836802665,10832.0,7,5,1994,1996,0.0,0.0,0.0,712.0,712.0,1086.0,809.0,0.0,1895.0,0,0,2,1,3,1,7,1,1994,2,409.0,143.0,46.0,0.0,0.0,0.0,0.0,500.0,10,2008,194500.0,True
796,6,70.0,8400.0,6,6,1980,1981,130.0,0.0,0.0,650.0,650.0,888.0,676.0,0.0,1564.0,0,0,2,1,3,1,7,1,1980,2,476.0,0.0,50.0,0.0,0.0,204.0,0.0,0.0,4,2010,171000.0,True
797,2,71.0,8197.0,6,5,1977,1977,148.0,0.0,0.0,660.0,660.0,1285.0,0.0,0.0,1285.0,0,0,1,1,3,1,7,1,1977,2,528.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2007,143500.0,True
798,2,57.0,7677.0,5,5,1953,1953,0.0,570.0,0.0,203.0,773.0,773.0,0.0,0.0,773.0,0,0,1,0,2,1,4,0,1953,1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2008,110000.0,True
799,6,104.0,13518.0,9,5,2008,2009,860.0,0.0,0.0,1926.0,1926.0,1966.0,1174.0,0.0,3140.0,0,0,3,1,4,1,11,2,2009,3,820.0,144.0,78.0,0.0,0.0,0.0,0.0,0.0,7,2009,485000.0,True
800,5,60.0,7200.0,5,7,1937,1950,252.0,569.0,0.0,162.0,731.0,981.0,787.0,0.0,1768.0,1,0,1,1,3,1,7,2,1939,1,240.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,6,2007,175000.0,True
801,6,79.0,12798.0,6,5,1997,1997,0.0,462.0,0.0,154.0,616.0,616.0,1072.0,0.0,1688.0,1,0,2,1,4,1,8,0,1997,2,603.0,403.0,114.0,185.0,0.0,0.0,0.0,400.0,5,2008,200000.0,True
802,3,40.0,4800.0,4,7,1916,1990,0.0,197.0,0.0,999.0,1196.0,1196.0,0.0,0.0,1196.0,1,0,1,0,2,1,5,0,1957,2,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,109900.0,True
803,6,63.0,8199.0,7,5,2005,2005,0.0,648.0,0.0,80.0,728.0,728.0,728.0,0.0,1456.0,1,0,2,1,3,1,7,1,2005,2,410.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,10,2008,189000.0,True
804,6,107.0,13891.0,9,5,2008,2009,424.0,0.0,0.0,1734.0,1734.0,1734.0,1088.0,0.0,2822.0,0,0,3,1,4,1,12,1,2009,3,1020.0,52.0,170.0,0.0,0.0,192.0,0.0,0.0,1,2009,582933.0,True
805,2,75.0,9000.0,5,5,1954,1954,0.0,812.0,0.0,124.0,936.0,1128.0,0.0,0.0,1128.0,0,0,1,0,2,1,5,0,1954,1,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,118000.0,True
806,2,91.0,12274.0,7,5,2008,2008,256.0,0.0,0.0,1417.0,1417.0,1428.0,0.0,0.0,1428.0,0,0,2,0,3,1,6,0,2008,2,554.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,7,2008,227680.0,True
807,8,75.0,9750.0,5,5,1967,1967,0.0,400.0,480.0,100.0,980.0,980.0,0.0,0.0,980.0,0,0,2,0,3,1,6,0,1967,1,384.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,135500.0,True
808,7,144.0,21384.0,5,6,1923,2004,0.0,1309.0,0.0,15.0,1324.0,1072.0,504.0,0.0,1576.0,2,0,1,1,3,1,6,1,1923,2,528.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,5,2009,223500.0,True
809,8,85.0,13400.0,5,5,1966,1966,1047.0,516.0,128.0,380.0,1024.0,1086.0,0.0,0.0,1086.0,1,0,1,0,3,1,6,1,1966,2,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,159950.0,True
810,7,90.0,8100.0,5,5,1898,1965,0.0,0.0,0.0,849.0,849.0,1075.0,1063.0,0.0,2138.0,0,0,2,0,2,3,11,0,1910,2,360.0,40.0,156.0,0.0,0.0,0.0,0.0,0.0,11,2009,106000.0,True
811,2,78.0,10140.0,6,6,1974,1999,99.0,663.0,377.0,0.0,1040.0,1309.0,0.0,0.0,1309.0,1,0,1,1,3,1,5,1,1974,2,484.0,265.0,0.0,0.0,0.0,0.0,648.0,0.0,1,2006,181000.0,True
812,12,70.04995836802665,4438.0,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848.0,0.0,0.0,848.0,1,0,1,0,1,1,4,1,2004,2,420.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,144500.0,True
813,2,66.0,8712.0,5,5,1952,1952,0.0,0.0,0.0,540.0,540.0,1044.0,0.0,0.0,1044.0,0,0,1,0,2,1,4,0,1952,2,504.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6,2010,55993.0,True
814,2,75.0,9750.0,6,6,1958,1958,243.0,608.0,0.0,834.0,1442.0,1442.0,0.0,0.0,1442.0,0,0,1,1,4,1,7,0,1958,1,301.0,0.0,0.0,275.0,0.0,0.0,0.0,500.0,4,2007,157900.0,True
815,5,45.0,8248.0,5,7,1918,1950,0.0,0.0,0.0,686.0,686.0,686.0,564.0,0.0,1250.0,0,1,1,1,3,1,7,0,1955,1,280.0,207.0,0.0,96.0,0.0,0.0,0.0,0.0,7,2006,116000.0,True
816,2,48.0,12137.0,7,5,1998,1998,442.0,0.0,0.0,1649.0,1649.0,1661.0,0.0,0.0,1661.0,0,0,2,0,3,1,6,0,1998,2,598.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,5,2010,224900.0,True
817,2,70.04995836802665,11425.0,5,6,1954,1954,0.0,486.0,0.0,522.0,1008.0,1008.0,0.0,0.0,1008.0,0,0,1,0,2,1,4,1,1954,1,275.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,7,2006,137000.0,True
818,2,70.04995836802665,13265.0,8,5,2002,2002,148.0,1218.0,0.0,350.0,1568.0,1689.0,0.0,0.0,1689.0,1,0,2,0,3,1,7,2,2002,3,857.0,150.0,59.0,0.0,0.0,0.0,0.0,0.0,7,2008,271000.0,True
819,8,80.0,8816.0,6,7,1971,1971,80.0,504.0,0.0,506.0,1010.0,1052.0,0.0,0.0,1052.0,1,0,1,0,3,1,6,0,1971,2,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,155000.0,True
820,12,44.0,6371.0,7,5,2009,2010,128.0,733.0,0.0,625.0,1358.0,1358.0,0.0,0.0,1358.0,1,0,2,0,2,1,6,1,2010,2,484.0,192.0,35.0,0.0,0.0,0.0,0.0,0.0,6,2010,224000.0,True
821,6,72.0,7226.0,7,5,2003,2003,0.0,0.0,0.0,798.0,798.0,798.0,842.0,0.0,1640.0,0,0,2,1,3,1,6,0,2003,2,595.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,6,2008,183000.0,True
822,2,60.0,6000.0,4,4,1953,1953,0.0,0.0,0.0,936.0,936.0,936.0,0.0,0.0,936.0,0,0,1,0,2,1,4,0,1974,2,576.0,0.0,32.0,112.0,0.0,0.0,0.0,0.0,2,2009,93000.0,True
823,6,70.04995836802665,12394.0,7,5,2003,2003,0.0,0.0,0.0,847.0,847.0,847.0,886.0,0.0,1733.0,0,0,2,1,3,1,7,1,2003,2,433.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,10,2007,225000.0,True
824,5,60.0,9900.0,6,7,1940,1950,0.0,0.0,0.0,778.0,778.0,944.0,545.0,0.0,1489.0,0,0,2,0,3,1,7,1,1940,1,240.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,139500.0,True
825,2,81.0,11216.0,8,5,2006,2006,0.0,0.0,0.0,1489.0,1489.0,1489.0,0.0,0.0,1489.0,0,0,2,0,3,1,7,1,2006,2,776.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,6,2006,232600.0,True
826,2,114.0,14803.0,10,5,2007,2008,816.0,1636.0,0.0,442.0,2078.0,2084.0,0.0,0.0,2084.0,1,0,2,0,2,1,7,1,2007,3,1220.0,188.0,45.0,0.0,0.0,0.0,0.0,0.0,6,2008,385000.0,True
827,4,50.0,6130.0,5,6,1924,1950,0.0,784.0,0.0,0.0,784.0,784.0,0.0,0.0,784.0,1,0,1,0,2,1,5,0,-1,0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,5,2008,109500.0,False
828,2,65.0,8529.0,7,5,2001,2001,0.0,20.0,0.0,1434.0,1454.0,1434.0,0.0,0.0,1434.0,0,0,2,0,3,1,6,1,2001,2,527.0,290.0,39.0,0.0,0.0,0.0,0.0,0.0,4,2009,189000.0,True
829,6,70.04995836802665,28698.0,5,5,1967,1967,0.0,249.0,764.0,0.0,1013.0,1160.0,966.0,0.0,2126.0,0,1,2,1,3,1,7,0,1967,2,538.0,486.0,0.0,0.0,0.0,225.0,0.0,0.0,6,2009,185000.0,True
830,16,24.0,2544.0,7,5,2005,2005,0.0,0.0,0.0,600.0,600.0,520.0,623.0,80.0,1223.0,0,0,2,1,2,1,4,0,2005,2,480.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,7,2006,147400.0,True
831,2,80.0,11900.0,6,5,1957,1957,387.0,1040.0,0.0,352.0,1392.0,1392.0,0.0,0.0,1392.0,1,0,1,1,3,1,6,2,1957,2,458.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,6,2008,166000.0,True
832,16,30.0,3180.0,7,5,2005,2005,0.0,0.0,0.0,600.0,600.0,520.0,600.0,80.0,1200.0,0,0,2,1,2,1,4,0,2005,2,480.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,6,2006,151000.0,True
833,6,44.0,9548.0,7,6,2003,2003,223.0,483.0,0.0,458.0,941.0,941.0,888.0,0.0,1829.0,1,0,2,1,3,1,7,1,2003,2,613.0,192.0,39.0,0.0,0.0,0.0,0.0,0.0,1,2010,237000.0,True
834,2,100.0,10004.0,6,6,1964,1964,180.0,196.0,345.0,975.0,1516.0,1516.0,0.0,0.0,1516.0,0,0,1,1,3,1,6,0,1964,2,472.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,2,2009,167000.0,True
835,2,75.0,7875.0,5,6,1961,1961,136.0,572.0,0.0,572.0,1144.0,1144.0,0.0,0.0,1144.0,1,0,1,0,3,1,6,0,1961,2,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2008,139950.0,True
836,2,60.0,9600.0,4,7,1950,1995,0.0,442.0,0.0,625.0,1067.0,1067.0,0.0,0.0,1067.0,0,0,2,0,2,1,4,0,1996,2,436.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2010,128000.0,True
837,3,90.0,8100.0,5,6,1948,1973,0.0,338.0,0.0,1221.0,1559.0,1559.0,0.0,0.0,1559.0,1,0,1,0,2,1,5,0,1948,2,812.0,0.0,116.0,230.0,0.0,0.0,0.0,0.0,6,2007,153500.0,True
838,16,21.0,1680.0,6,5,1973,1973,158.0,330.0,0.0,153.0,483.0,483.0,504.0,0.0,987.0,1,0,1,1,2,1,5,0,1973,1,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,100000.0,True
839,2,75.0,9525.0,5,6,1995,2006,0.0,0.0,0.0,1099.0,1099.0,1099.0,0.0,0.0,1099.0,0,0,1,1,3,1,6,0,1999,1,352.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,144000.0,True
840,5,70.0,11767.0,5,6,1946,1995,0.0,352.0,0.0,416.0,768.0,768.0,432.0,0.0,1200.0,0,0,1,0,3,1,6,0,1946,1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2008,130500.0,True
